Symbol,Name,CIK,Sector,Industry,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,Dividend,EPS,EPSEorL,RevenuePerShareTTM,ProfitMargin,ProfitMarginPorN,OperatingMarginTTM,OperatingMarginTTMPorN,ReturnOnAssetsTTM,ReturnOnAssetsTTMPorN,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyEarningsGrowthYOYPorN,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding
KFRC,Kforce Inc,930420,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,December,2021-12-31,1494103000.0,109327000.0,19.75,0.43,9.23,0.98,0.017,YES,3.54,Earn,76.77,0.0476,positive,0.0674,positive,0.136,positive,0.408,1579922000.0,456864000.0,3.54,0.14,positive,0.159,79.5,19.75,17.24,0.946,8.31,1.004,14.28,1.094,80.84,54.44,72.5,68.44,21371800
KFY,Korn Ferry,56679,TRADE & SERVICES,SERVICES-EMPLOYMENT AGENCIES,April,2022-01-31,3313411000.0,459662000.0,11.19,1.36,28.24,0.46,0.0078,YES,5.49,Earn,46.54,0.122,positive,0.172,positive,0.0851,positive,0.215,2460730000.0,433654000.0,5.49,0.633,positive,0.43200000000000005,97.25,11.19,20.0,1.347,2.282,1.2770000000000001,6.4,1.499,84.22,59.41,64.96,70.85,53903000
KLIC,Kulicke and Soffa Industries Inc,56978,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,September,2021-12-31,2820339000.0,531217000.0,6.37,1.31,19.35,0.59,0.0138,YES,7.11,Earn,27.54,0.265,positive,0.299,positive,0.22399999999999998,positive,0.449,1710695000.0,696986000.0,7.11,1.74,positive,0.721,78.75,6.37,,1.649,2.479,1.301,4.186,1.256,74.69,42.96,53.6,57.76,62300000
KLR,Kaleyra Inc,1719489,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021-12-31,241886000.0,582000.0,,1.226,2.7939999999999996,0.0,0.0,NO,-0.9179999999999999,LOSS,7.23,-0.127,negative,-0.102,negative,-0.0601,negative,-0.618,267739000.0,57511000.0,-0.9179999999999999,0.0,0,1.033,20.25,,111.11,0.903,2.1180000000000003,1.425,418.79,0.855,14.23,5.23,6.65,9.58,42361800
KLTR,Kaltura Inc. Common Stock,1432133,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021-12-31,191580000.0,,,,0.7609999999999999,0.0,0.0,NO,-2.023,LOSS,3.4930000000000003,-0.506,negative,-0.125,negative,-0.12300000000000001,negative,-2.86,157477000.0,72775000.0,-2.023,0.0,0,0.40399999999999997,11.03,,,1.163,2.22,0.51,,,14.0,1.465,1.986,6.29,126874000
KNBE,KnowBe4 Inc,1664998,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021-12-31,6467414000.0,7051000.0,,,1.247,0.0,0.0,NO,-0.10099999999999999,LOSS,2.106,-0.0481,negative,-0.0268,negative,-0.0109,negative,-0.111,246298000.0,211183000.0,-0.10099999999999999,9.99,positive,0.406,31.25,,178.57,26.26,18.77,15.5,628.17,,36.66,16.77,21.73,23.08,72906000
KPLT,Katapult Holdings Inc,1785424,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021-12-31,166814000.0,163292000.0,6.54,,0.418,0.0,0.0,NO,0.26,Earn,4.425,0.07,positive,0.0637,positive,0.0788,positive,1.064,303113000.0,98818000.0,0.26,-0.184,negative,-0.001,4.5,6.54,,0.55,4.473,0.633,1.053,-0.0488,14.98,1.68,2.117,4.045,98126000
KPLTW,Katapult Holdings Equity Warrants Exp 09 June 2026,1785424,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021-12-31,327129000.0,48528000.0,,,,,,,,,23.67,0.0781,positive,0.235,positive,0.0,0,-14.62,206240000.0,0.0,0.0,0.0,0,0.0,,,,,,,,,4.5,0.21,0.0,0.0,0
KSPN,Kaspien Holdings Inc,795212,TRADE & SERVICES,RETAIL-RECORD & PRERECORDED TAPE STORES,February,2021-11-30,13890100.0,66000.0,,0.0,4.765,0.0,0.0,NO,-1.033,LOSS,67.06,-0.0154,negative,-0.0241,negative,-0.0468,negative,-0.337,153226000.0,16304000.0,-1.033,0.0,0,-0.17300000000000001,60.0,,,0.0907,1.3940000000000001,0.17800000000000002,9.65,0.318,28.03,5.3,7.41,13.01,2492600
KTCC,Key Tronic Corporation,719733,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC",June,2021-12-31,58760000.0,13856000.0,24.82,0.0,11.39,0.0,0.0,NO,0.22,Earn,49.66,0.0046,positive,0.0145,positive,0.0131,positive,0.0199,534447000.0,42039000.0,0.22,-0.643,negative,0.048,9.25,24.82,,0.11,0.488,0.33799999999999997,13.04,1.6119999999999999,7.48,5.26,5.73,6.26,10761900
KVHI,KVH Industries Inc,1007587,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,December,2021-12-31,152713000.0,660000.0,,3.35,6.82,0.0,0.0,NO,-0.54,LOSS,9.43,-0.0568,negative,-0.10400000000000001,negative,-0.0637,negative,-0.0749,171767000.0,59795000.0,-0.54,0.0,0,-0.023,13.5,,,0.889,1.19,0.769,27.6,0.6459999999999999,14.73,8.01,8.86,9.76,18876700
LASR,nLIGHT Inc,1124796,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021-12-31,557311000.0,10046000.0,,,6.83,0.0,0.0,NO,-0.7040000000000001,LOSS,6.41,-0.11,negative,-0.11199999999999999,negative,-0.0575,negative,-0.114,270146000.0,77307000.0,-0.7040000000000001,0.0,0,0.027000000000000003,28.67,,2500.0,2.063,2.0380000000000003,1.8030000000000002,,2.351,36.95,12.4,16.01,23.77,44336600
LAW,CS Disco Inc.,1625641,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021-12-31,1793367000.0,,,,4.632,0.0,0.0,NO,-0.735,LOSS,3.443,-0.213,negative,-0.20800000000000002,negative,-0.0813,negative,-0.145,114342000.0,83244000.0,-0.735,0.0,0,0.762,48.6,,,15.68,6.57,13.2,,,69.41,25.99,32.88,41.23,58226000
LDOS,Leidos Holdings Inc,1336920,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,January,2022-01-31,14484974000.0,1488000000.0,20.16,2.34,30.65,1.4,0.0136,YES,5.27,Earn,97.43,0.0548,positive,0.0847,positive,0.0564,positive,0.185,13737000000.0,2014000000.0,5.27,-0.10300000000000001,negative,0.073,118.0,20.16,15.13,1.054,3.4389999999999996,1.4340000000000002,13.34,0.752,111.12,80.78,104.13,97.15,136342000
LEDS,SemiLEDs Corporation,1333822,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,August,2022-02-28,13135400.0,-3197000.0,,0.0,0.924,0.0,0.0,NO,-0.623,LOSS,1.2770000000000001,-0.48700000000000004,negative,-0.754,negative,-0.165,negative,-0.893,5481000.0,1033000.0,-0.623,0.0,0,1.038,3.0,,,2.397,3.4,3.0180000000000002,213.61,1.0190000000000001,31.44,2.88,3.406,6.07,4513900
LFUS,Littelfuse Inc,889331,MANUFACTURING,SWITCHGEAR & SWITCHBOARD APPARATUS,December,2021-12-31,5552220000.0,499026000.0,19.76,1.413,76.7,2.02,0.0094,YES,11.38,Earn,84.54,0.13699999999999998,positive,0.193,positive,0.0848,positive,0.162,2079928000.0,780323000.0,11.38,-0.133,negative,0.38,299.0,19.76,16.58,2.6689999999999996,3.0189999999999997,2.839,12.89,1.218,334.14,223.31,245.52,275.35,24689700
LITE,Lumentum Holdings Inc,1633978,MANUFACTURING,"COMMUNICATIONS EQUIPMENT, NEC",June,2021-12-31,5981770000.0,481300000.0,16.55,0.97,28.0,0.0,0.0,NO,5.0,Earn,23.09,0.226,positive,0.18100000000000002,positive,0.0546,positive,0.195,1706700000.0,850200000.0,5.0,-0.292,negative,-0.067,114.25,16.55,12.59,3.505,3.016,3.138,7.76,0.831,108.9,65.67,93.24,90.9,72200000
LOGI,Logitech International S.A,1032975,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC",March,2021-12-31,10653552000.0,1054715000.0,14.42,1.91,14.22,0.9279999999999999,0.0139,YES,4.4430000000000005,Earn,34.42,0.132,positive,0.16399999999999998,positive,0.14800000000000002,positive,0.341,5787032000.0,2349064000.0,4.4430000000000005,-0.441,negative,-0.021,123.81,14.42,13.83,1.841,4.582,1.68,9.19,0.6990000000000001,138.79,63.99,73.11,86.93,166228000
LPSN,LivePerson Inc,1102993,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021-12-31,1532695000.0,-26822000.0,,5.92,4.838,0.0,0.0,NO,-1.8,LOSS,6.75,-0.266,negative,-0.17,negative,-0.0456,negative,-0.42100000000000004,469624000.0,312744000.0,-1.8,0.0,0,0.212,29.75,,714.29,3.264,4.883,3.765,,1.318,68.82,16.0,24.19,43.05,72571000
LRCX,Lam Research Corporation,707549,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC",June,2022-03-31,63362241000.0,5541036000.0,14.24,0.9259999999999999,46.16,5.6,0.0131,YES,32.08,Earn,116.42,0.278,positive,0.316,positive,0.204,positive,0.7659999999999999,16523902000.0,6805306000.0,32.08,0.41600000000000004,positive,0.223,651.79,14.24,12.0,3.835,10.66,3.877,11.61,1.247,729.51,449.57,518.75,594.29,138715000
LSCC,Lattice Semiconductor Corporation,855658,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021-12-31,6468213000.0,127356000.0,70.18,3.18,2.9989999999999997,0.0,0.0,NO,0.67,Earn,3.772,0.18600000000000003,positive,0.2,positive,0.0915,positive,0.24100000000000002,515327000.0,321675000.0,0.67,0.7090000000000001,positive,0.32299999999999995,77.0,70.18,33.44,12.55,15.8,12.72,49.91,1.022,85.45,42.94,56.68,63.69,137563000
LTCH,Latch Inc,1826000,TRADE & SERVICES,WHOLESALE-HARDWARE,December,2021-12-31,461376000.0,,,,2.653,0.0,0.0,NO,-1.923,LOSS,0.478,0.0,0,-3.425,negative,-0.327,negative,-0.867,41360000.0,-2678000.0,-1.923,0.0,0,0.9390000000000001,6.86,,,11.16,1.298,11.77,,,14.83,3.155,4.09,8.25,142841000
LTCHW,Latch Inc,1826000,TRADE & SERVICES,WHOLESALE-HARDWARE,December,2021-12-31,1775642000.0,,,,,,,,,,2.438,0.0,0,0.0,0,0.0,0,0.0,21964000.0,0.0,0.0,0.0,0,1.432,,,,,,,,,5.19,0.5,0.742,2.154,0
LVOX,LiveVox Holding Inc,1723648,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021-12-31,288828000.0,1822000.0,,,1.5030000000000001,0.0,0.0,NO,-1.291,LOSS,1.4909999999999999,-0.866,negative,-0.815,negative,-0.373,negative,-1.297,119231000.0,58592000.0,-1.291,0.0,0,0.133,6.5,,,2.4219999999999997,2.4290000000000003,2.6010000000000004,,0.0563,10.39,2.5,3.656,5.38,98241000
LYFT,Lyft Inc,1759509,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021-12-31,11233992000.0,-2295772928.0,,,4.041,0.0,0.0,NO,-3.015,LOSS,9.59,-0.315,negative,-0.331,negative,-0.14,negative,-0.657,3208323000.0,1178558000.0,-3.015,0.0,0,0.7020000000000001,55.83,,111.11,3.502,8.29,3.2039999999999997,,1.827,63.07,31.52,37.09,44.82,339955000
LYLT,Loyalty Ventures Inc,1870997,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021-12-31,349976000.0,114150000.0,203.14,,5.96,0.0,0.0,NO,0.07,Earn,29.91,0.0023,positive,0.14300000000000002,positive,0.0275,positive,0.0028,735307000.0,162061000.0,0.07,1.172,positive,0.033,34.0,203.14,,0.47600000000000003,2.532,1.321,6.84,,52.5,14.05,18.66,26.01,24611500
LZ,LegalZoom.com Inc,1286139,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021-12-31,2887069000.0,9904000.0,,,0.997,0.0,0.0,NO,-0.6729999999999999,LOSS,3.563,-0.18899999999999997,negative,-0.146,negative,-0.154,negative,0.0,575080000.0,385716000.0,-0.6729999999999999,0.0,0,0.163,20.57,,120.48,5.02,14.35,5.75,157.37,,40.94,11.05,14.45,22.49,198424000
MAN,ManpowerGroup Inc,871763,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,December,2022-03-31,4806740000.0,687300000.0,13.0,8.3,47.05,2.52,0.0281,YES,6.91,Earn,380.26,0.0185,positive,0.0299,positive,0.0404,positive,0.153,20724400000.0,3407500000.0,6.91,0.52,positive,0.065,117.4,13.0,10.71,0.23199999999999998,1.949,0.263,7.57,1.868,122.89,84.32,95.97,104.53,53509000
MANH,Manhattan Associates Inc,1056696,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2022-03-31,8173159000.0,142247000.0,75.29,3.0210000000000004,3.969,0.0,0.0,NO,1.72,Earn,10.46,0.16699999999999998,positive,0.20199999999999999,positive,0.16699999999999998,positive,0.47100000000000003,663643000.0,365816000.0,1.72,0.001,positive,0.166,177.2,75.29,64.52,12.32,33.25,12.19,56.89,1.9809999999999999,188.52,122.43,134.92,149.82,63113000
MANT,ManTech International Corporation,892537,TRADE & SERVICES,SERVICES-MANAGEMENT SERVICES,December,2021-12-31,3355963000.0,264191000.0,24.58,10.12,41.07,1.52,0.0186,YES,3.345,Earn,62.85,0.0537,positive,0.0737,positive,0.0485,positive,0.0842,2553956000.0,379411000.0,3.345,-0.07,negative,-0.006999999999999999,87.75,24.58,26.25,1.314,2.06,1.486,14.38,0.738,90.6,66.38,84.49,79.5,27635200
MAPS,WM Technology Inc,1779474,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021-12-31,883000000.0,15656500.0,,,0.968,0.0,0.0,NO,-0.18100000000000002,LOSS,2.971,0.313,positive,-0.0301,negative,-0.0173,negative,1.8880000000000001,193146000.0,185208000.0,-0.18100000000000002,-0.941,negative,0.222,8.78,,,4.572,6.54,2.032,,-0.0402,22.24,4.215,6.3,9.45,70399000
MAPSW,WM Technology Inc,1779474,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021-12-31,2684992000.0,41494500.0,,,,,,,,,136.4,0.228,positive,0.245,positive,0.0,0,-76.54,152847000.0,0.0,0.0,-0.507,negative,-0.217,,,,,,,,,9.5,0.78,0.0,0.0,0
MAXN,Maxeon Solar Technologies Ltd,1796898,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021-12-31,503447000.0,,,,7.9,0.0,0.0,NO,-6.79,LOSS,20.91,-0.325,negative,-0.21,negative,-0.10099999999999999,negative,-0.644,783279000.0,-29014000.0,-6.79,0.0,0,-0.098,15.5,,,0.643,1.385,0.644,,,25.39,7.48,12.3,15.34,44592300
MCHP,Microchip Technology Incorporated,827054,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,March,2021-12-31,35800261000.0,2758500000.0,37.79,0.867,10.44,0.852,0.0157,YES,1.704,Earn,11.74,0.149,positive,0.252,positive,0.0621,positive,0.174,6443800000.0,3378800000.0,1.704,8.02,positive,0.3,92.92,37.79,12.64,5.56,6.33,6.88,17.12,1.5659999999999998,89.68,63.42,70.92,76.42,555991000
MCO,Moody's Corporation,1059556,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",December,2021-12-31,59226092000.0,3116000000.0,27.12,2.6710000000000003,14.69,2.48,0.0088,YES,11.78,Earn,33.36,0.35600000000000004,positive,0.46,positive,0.132,positive,0.946,6218000000.0,4581000000.0,11.78,0.36700000000000005,positive,0.193,381.89,27.12,26.74,9.52,21.92,10.59,20.49,1.207,406.39,299.69,327.03,363.32,185377000
MDB,MongoDB Inc,1441816,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022-01-31,24322519000.0,-103970000.0,,,9.88,0.0,0.0,NO,-4.753,LOSS,13.53,-0.35100000000000003,negative,-0.331,negative,-0.0938,negative,-0.927,873782000.0,614290000.0,-4.753,0.0,0,0.5579999999999999,473.63,,,27.84,37.6,27.96,,0.8340000000000001,590.0,238.01,386.39,436.49,67566000
MDRX,Allscripts Healthcare Solutions Inc,1124804,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,December,2021-12-31,2471766000.0,138932000.0,21.86,13.7,12.13,0.0,0.0,NO,0.973,Earn,11.55,0.0894,positive,0.0592,positive,0.0208,positive,0.0872,1503037000.0,738265000.0,0.973,-0.858,negative,0.013999999999999999,23.81,21.86,20.62,1.645,1.787,1.838,7.87,0.982,23.25,13.05,21.63,17.81,116209000
MFC,Manulife Financial Corporation,1086888,FINANCE,LIFE INSURANCE,December,2021-12-31,37722567000.0,9667000000.0,6.99,1.84,27.78,1.12,0.0534,YES,2.779,Earn,30.81,0.111,positive,0.155,positive,0.0064,positive,0.124,59840999000.0,18135000000.0,2.779,0.157,positive,0.214,23.42,6.99,7.41,0.63,0.9740000000000001,0.611,,1.197,21.92,17.44,20.64,19.88,1928840000
MFGP,Micro Focus International plc,1359711,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,April,2021-04-30,1541561000.0,656100000.0,,,8.51,0.29100000000000004,0.059000000000000004,YES,-1.261,LOSS,8.62,-0.146,negative,-0.0068,negative,-0.0012,negative,-0.14400000000000002,2899900000.0,2126200000.0,-1.261,1.45,positive,-0.02,6.9,,4.553999999999999,0.532,0.585,2.028,8.16,2.418,7.16,4.136,5.15,5.36,335852000
MGIC,Magic Software Enterprises Ltd,876779,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021-12-31,851032000.0,68414000.0,33.22,1.08,5.41,0.45,0.0263,YES,0.516,Earn,9.79,0.0611,positive,0.11199999999999999,positive,0.0715,positive,0.11599999999999999,480325000.0,132994000.0,0.516,-0.528,negative,0.272,22.0,33.22,23.92,1.7719999999999998,3.062,1.614,12.29,1.36,25.19,14.53,17.85,19.67,49073100
MGNI,Magnite Inc,1595974,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021-12-31,1304212000.0,94993000.0,0.0,,6.66,0.0,0.0,NO,0.0,0,3.7089999999999996,0.0001,positive,-0.0916,negative,-0.0147,negative,0.0001,468413000.0,266751000.0,0.0,-0.934,negative,0.9670000000000001,22.0,,12.45,2.784,1.646,4.331,19.51,2.173,40.81,9.8,12.51,20.77,132273000
MGRC,McGrath RentCorp,752714,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",December,2021-12-31,2059223000.0,149229000.0,23.19,2.097,30.17,1.74,0.0219,YES,3.66,Earn,25.47,0.145,positive,0.218,positive,0.0585,positive,0.127,616833000.0,281021000.0,3.66,-0.094,negative,0.18100000000000002,95.0,23.19,20.96,3.338,2.759,3.964,10.23,0.807,91.37,65.96,82.66,77.3,24260400
MICT,MICT Inc,854800,MANUFACTURING,ELECTRONIC COMPONENTS & ACCESSORIES,December,2021-09-30,53137000.0,-7641000.0,,0.0,1.244,0.0,0.0,NO,-0.365,LOSS,0.413,-0.877,negative,-0.9109999999999999,negative,-0.18899999999999997,negative,-0.353,40615000.0,-58000.0,-0.365,0.0,0,52.05,4.0,,21.64,1.308,0.431,0.5489999999999999,1.099,0.893,2.6,0.43,0.628,1.172,122436000
MIGI,Mawson Infrastructure Group Inc. Common Stock,1218683,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,2021-12-31,300658000.0,,,,1.6219999999999999,0.0,0.0,NO,-0.799,LOSS,0.779,-1.025,negative,-0.426,negative,-0.151,negative,-0.7440000000000001,43862700.0,33958400.0,-0.799,-0.977,negative,11.29,14.5,,21.93,6.85,2.327,6.49,,,17.25,0.45,4.169,8.02,71585000
MIME,Mimecast Limited,1644675,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,March,2021-12-31,5338182000.0,104589000.0,116.66,1.442,7.59,0.0,0.0,NO,0.684,Earn,8.78,0.0821,positive,0.113,positive,0.0413,positive,0.111,575275000.0,379690000.0,0.684,0.25,positive,0.16899999999999998,80.91,116.66,54.95,9.28,10.51,8.92,40.67,1.432,85.48,40.97,79.55,73.2,66899000
MIR,Mirion Technologies Inc,1809987,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,June,2021-12-31,1646024000.0,60000000.0,,,8.14,0.0,0.0,NO,-24.95,LOSS,97.23,-0.397,negative,-0.10300000000000001,negative,0.0075,positive,0.0,644200000.0,248800000.0,-24.95,0.0,0,0.259,12.33,,,2.555,1.02,,,,11.95,7.2,8.22,9.64,199533000
MITK,Mitek Systems Inc,807863,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC",September,2021-12-31,564351000.0,36611000.0,63.7,1.276,4.231,0.0,0.0,NO,0.2,Earn,2.865,0.0708,positive,0.218,positive,0.0593,positive,0.0543,126294000.0,105257000.0,0.2,0.395,positive,0.25,24.75,63.7,15.38,4.468999999999999,3.054,4.283,20.35,0.45399999999999996,23.29,12.65,14.17,17.41,44297600
MIXT,MiX Telematics Limited,1576914,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,March,2021-12-31,225318000.0,32681000.0,27.21,0.8079999999999999,5.4,0.01,0.0252,YES,0.375,Earn,6.4,0.0583,positive,0.11800000000000001,positive,0.0606,positive,0.068,141530000.0,83029000.0,0.375,-0.9,negative,0.062,19.0,27.21,29.41,1.5919999999999999,1.96,1.4480000000000002,12.38,0.384,16.44,10.17,11.47,12.27,22079200
MKFG,Markforged Holding Corporation,1816613,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021-12-31,636150000.0,,113.33,,1.3130000000000002,0.0,0.0,NO,0.03,Earn,0.8440000000000001,0.0423,positive,-0.647,negative,-0.17300000000000001,negative,0.0252,91221000.0,52853000.0,0.03,0.0,0,0.095,5.6,113.33,,6.97,2.682,6.59,106.46,,11.0,2.95,3.839,6.19,187103000
MKTW,MarketWise Inc. Class A Common Stock,1805651,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021-12-31,109230000.0,,5.49,,,0.0,0.0,NO,0.7290000000000001,Earn,21.94,-1.845,negative,-1.744,negative,-1.695,negative,0.0,549183000.0,309687000.0,0.7290000000000001,0.0,0,0.373,8.17,5.49,9.67,0.19899999999999998,7.0,0.0058,0.0268,,16.97,3.72,4.668,7.05,27307600
ML,MoneyLion Inc,1807846,FINANCE,FINANCE SERVICES,December,2021-12-31,451248000.0,,,,1.012,0.0,0.0,NO,-1.389,LOSS,1.6,-1.143,negative,-0.247,negative,-0.0782,negative,-1.246,155490000.0,107048000.0,-1.389,0.0,0,1.1420000000000001,7.67,,,2.9019999999999997,2.005,2.645,,,11.34,1.8,2.29,5.37,235025000
MMAT,Meta Materials Inc,1431959,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,December,2021-12-31,350443000.0,,,,1.176,0.0,0.0,NO,-0.391,LOSS,0.018000000000000002,0.0,0,-9.32,negative,-0.107,negative,-0.5589999999999999,4082500.0,3406500.0,-0.391,0.0,0,7.38,5.05,,,85.84,1.1,79.9,,,21.76,1.15,1.6480000000000001,3.195,294490000
MMYT,MakeMyTrip Limited,1495153,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,March,2021-12-31,2670692000.0,-129935000.0,,-0.21,8.28,0.0,0.0,NO,-0.353,LOSS,2.7230000000000003,-0.13,negative,-0.102,negative,-0.0155,negative,-0.0437,294556000.0,31567000.0,-0.353,0.0,0,1.025,33.33,,,9.07,2.889,7.98,424.71,1.307,36.28,20.06,25.44,27.29,65065000
MNDO,MIND C.T.I. Ltd,1119083,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,December,2021-12-31,54885000.0,7022000.0,9.41,0.0,1.183,0.26,0.0942,YES,0.29,Earn,1.3159999999999998,0.226,positive,0.259,positive,0.13,positive,0.254,26331000.0,13881000.0,0.29,0.006999999999999999,positive,0.025,,9.41,,2.084,2.423,1.538,5.77,0.846,3.4930000000000003,2.574,2.94,3.133,20104300
MNDT,Mandiant Inc.,1370880,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC",December,2021-12-31,5123390000.0,-112470000.0,5.77,1.456,6.67,0.0,0.0,NO,3.798,Earn,2.045,1.895,positive,-0.665,negative,-0.0583,negative,-0.267,483455000.0,229063000.0,3.798,0.0,0,0.205,20.91,5.77,39.68,10.6,3.3689999999999998,9.22,,0.943,23.33,13.76,21.31,18.59,233838000
MNTV,Momentive Global Inc,1739936,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021-12-31,2412691000.0,-118195000.0,,,2.3569999999999998,0.0,0.0,NO,-0.838,LOSS,3.0180000000000002,-0.278,negative,-0.196,negative,-0.0597,negative,-0.35200000000000004,443786000.0,370165000.0,-0.838,0.0,0,0.162,18.92,,72.46,5.44,7.39,5.86,,1.361,25.0,13.5,16.33,19.44,150511000
MOBQ,Mobiquity Technologies Inc. Common Stock,1084267,TRADE & SERVICES,SERVICES-ADVERTISING,December,2021-12-31,8397800.0,10504000.0,,0.0,0.281,0.0,0.0,NO,-4.758,LOSS,1.804,-2.638,negative,-1.335,negative,-0.406,negative,-4.636,4949000.0,1823400.0,-4.758,0.0,0,-0.599,,,,1.6969999999999998,29.94,4.7669999999999995,,0.519,10.25,1.2,1.526,4.945,6560800
MODN,Model N Inc,1118417,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",September,2021-12-31,939235000.0,477000.0,,1.204,3.568,0.0,0.0,NO,-0.862,LOSS,5.65,-0.152,negative,-0.07400000000000001,negative,-0.027000000000000003,negative,-0.242,202253000.0,106797000.0,-0.862,0.0,0,0.20600000000000002,40.0,,120.48,4.644,7.29,4.648,,0.9640000000000001,40.74,22.55,25.75,29.97,36432700
MORN,Morningstar Inc,1289419,FINANCE,INVESTMENT ADVICE,December,2021-12-31,11337054000.0,374800000.0,59.51,0.0,32.82,1.305,0.0054,YES,4.45,Earn,39.52,0.114,positive,0.16699999999999998,positive,0.0639,positive,0.14400000000000002,1699300000.0,1000900000.0,4.45,-0.259,negative,0.215,75.0,59.51,,6.67,8.04,6.69,27.62,1.172,349.37,228.24,272.46,285.26,42808800
MPLN,MultiPlan Corporation,1793229,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021-12-31,2841748000.0,805675000.0,28.34,,3.673,0.0,0.0,NO,0.157,Earn,1.7169999999999999,0.0913,positive,0.358,positive,0.0303,positive,0.0416,1117602000.0,942310000.0,0.157,0.0,0,0.168,7.0,28.34,,2.543,1.204,6.77,9.28,0.9359999999999999,9.69,3.25,4.369,4.97,638595000
MPWR,Monolithic Power Systems Inc,1280452,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021-12-31,18249202000.0,297341000.0,77.7,1.8330000000000002,26.89,2.4,0.0076,YES,5.05,Earn,26.34,0.2,positive,0.222,positive,0.12,positive,0.21899999999999997,1207798000.0,685459000.0,5.05,0.647,positive,0.444,561.11,77.7,42.19,15.11,15.11,14.96,60.75,0.9159999999999999,578.45,299.88,440.41,468.65,46509000
