Symbol,AssetType,Name,Description,CIK,Exchange,Currency,Country,Sector,Industry,Address,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,EPS,RevenuePerShareTTM,ProfitMargin,OperatingMarginTTM,ReturnOnAssetsTTM,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding,DividendDate,ExDividendDate
ANET,Common Stock,Arista Networks Inc,"Arista Networks (formerly Arastra) is an American computer networking company headquartered in Santa Clara, California. The company designs and sells multilayer network switches to deliver software-defined networking (SDN) solutions for large datacenter, cloud computing, high-performance computing, and high-frequency trading environments.",1596532,NYSE,USD,USA,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,"5453 GREAT AMERICA PARKWAY, SANTA CLARA, CA, US",December,2021-12-31,35413250000,975073000,43.82,1.732,12.93,0,0,2.63,9.62,0.285,0.314,0.11,0.23,2948037000,1880779000,2.63,0.284,0.271,151.18,43.82,32.57,12.01,9.12,11.17,33.77,1.223,148.57,75.65,127.16,114.39,307300000,None,None
ANGI,Common Stock,Angi Inc,Angi Inc. provides home service professionals in the United States and internationally. ,1705110,NASDAQ,USD,USA,TRADE & SERVICES,SERVICES-ADVERTISING,"555 WEST 18TH STREET, NEW YORK, NY, US",December,2021-12-31,2332566000,24115000,None,0,2.258,0,0,-0.142,3.352,-0.0424,-0.0454,-0.0218,-0.0574,1685438000,1359904000,-0.142,-0.747,0.157,11.23,-,5000,1.384,2.091,1.457,150.13,1.758,16.54,4.59,5.99,9.4,79607000,None,None
ANSS,Common Stock,ANSYS Inc,"Ansys, Inc. is an American company based in Canonsburg, Pennsylvania. It develops and markets multiphysics engineering simulation software for product design, testing and operation and offers its products and services to customers worldwide.",1013462,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"2600 ANSYS DRIVE, SOUTHPOINTE, CANONSBURG, PA, US",December,2021-12-31,23447441000,626179000,52.22,3.299,51.49,0,0,5.16,21.89,0.238,0.272,0.0529,0.106,1906715000,1709493000,5.16,-0.067,0.051,344.6,52.22,35.21,12.3,5.37,12.72,38.22,1.258,413.89,258,306.33,352.58,87026000,None,None
ANTE,Common Stock,AirNet Technology Inc,"AirNet Technology Inc. operates out-of-home advertising platforms in the People's Republic of China. The company is headquartered in Beijing, the People's Republic of China.",1413745,NASDAQ,USD,China,TRADE & SERVICES,SERVICES-ADVERTISING AGENCIES,"17/F, SKY PLAZA, NO.46 DONGZHIMENWAI ST., DONGCHENG DISTRICT, BEIJING, CHINA",December,2021-06-30,22778100,-40128000,3.062,None,1.772,0,0,0.418,1.346,0.311,-0.454,-0.0584,0,20047000,3846000,0.418,0,-0.279,None,3.062,-,1.136,0.807,1.551,-,1.143,3.9,1.1,1.532,2.014,17795400,2019-04-11,None
AOSL,Common Stock,Alpha and Omega Semiconductor Limited,"Alpha and Omega Semiconductor Limited designs, develops and supplies power semiconductor products for computer, consumer electronics, communications and industrial applications. The company is headquartered in Sunnyvale, California.",1387467,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"475 OAKMEAD PARKWAY, SUNNYVALE, CA, US",June,2021-12-31,1114767000,144981000,2.63,-8.49,29.73,0,0,15.87,27.67,0.608,0.128,0.0591,0.696,726875000,204543000,15.87,27.81,0.217,61,2.63,8.73,1.534,1.46,1.288,1.744,2.467,69.99,23.66,51.53,41.83,26707400,None,None
APCX,Common Stock,AppTech Payments Corp. Common Stock,"AppTech Corp. The company is headquartered in Carlsbad, California.",1070050,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"5876 OWENS AVENUE, SUITE 100, CARLSBAD, CA, US",December,2021-12-31,27464800,None,None,0,0.079,0,0,-7.17,0.032,0,-21.63,-1.198,0,346820,189130,-7.17,0,-0.123,None,-,-,79.19,609.3,81.67,-,1.206,3.15,0.77,1.429,1.458,16348100,None,None
APCXW,Common Stock,AppTech Payments Corp. Warrant,"AppTech Payments Corp. The company is headquartered in Carlsbad, California.",1070050,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"5876 OWENS AVENUE, SUITE 100, CARLSBAD, CA, US",December,2021-12-31,None,None,None,None,0.079,None,None,-7.17,0.032,0,-21.63,-1.198,0,346820,0,-7.17,0,-0.123,None,-,-,-,-,-,-,0.31,0.783,0.0001,0,0,0,None,None
API,Common Stock,Agora Inc,"Agora, Inc. provides a Real-Time Interaction Platform as a Service (RTE-PaaS) in the People's Republic of China, the United States, and internationally. The company is headquartered in Shanghai, China.",1802883,NASDAQ,USD,China,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"FL 8 BLDG 12, PHASE III OF KIC, SONGHU ROAD 333, YANGPU DISTRICT, SHANGHAI, CHINA",March,2021-12-31,812580000,3675800,None,0,7.76,0,0,-0.656,1.524,-0.431,-0.48,-0.0616,-0.095,167982000,104007000,-0.656,0,0.215,26.17,-,416.67,4.837,0.91,0.238,2474.73,None,51.42,6.3,9.68,19.92,115871000,None,None
APP,Common Stock,AppLovin Corporation,"AppLovin Corporation is committed to creating a software-based platform for mobile application developers to improve the marketing and monetization of their applications globally. The company is headquartered in Palo Alto, California.",1751008,NASDAQ,USD,USA,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.","1100 PAGE MILL RD, PALO ALTO, CA, US",December,2021-12-31,14161162000,597736000,405.16,1.372,5.7,0,0,0.093,8.6,0.0127,0.0597,0.0251,0.0357,2793104000,1805009000,0.093,0,0.556,92.79,405.16,27.47,5.07,7.24,6.19,29.8,None,116.09,36.6,52.39,72.89,297164000,None,None
APPF,Common Stock,AppFolio Inc,"AppFolio, Inc. provides industry-specific cloud-based enterprise software data analytics, services and solutions for the real estate industry. The company is headquartered in Santa Barbara, California.",1433195,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"50 CASTILIAN DRIVE, GOLETA, CA, US",December,2021-12-31,3713944000,17154000,3553.33,5.3,8.54,0,0,0.03,10.39,0.0029,-0.0383,-0.0216,0.0035,359370000,215426000,0.03,-0.892,0.32,124,3553.33,-,10.33,12.76,10.37,183.1,1.014,150.78,102.86,113.36,122.56,20003700,None,None
APPN,Common Stock,Appian Corporation,"Appian Corporation provides a low-code automation platform in the United States and internationally. The company is headquartered in McLean, Virginia.",1441683,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"7950 JONES BRANCH DRIVE, TYSONS, VA, US",December,2021-12-31,3452756000,-51902000,None,0,3.273,0,0,-1.248,5.2,-0.24,-0.227,-0.103,-0.334,369259000,265166000,-1.248,0,0.286,58,-,-,9.35,15.32,9.43,-,1.689,149.82,46.85,56.52,79.6,40735600,None,None
APPS,Common Stock,Digital Turbine Inc,"Digital Turbine, Inc. provides mobile and media communication products and solutions for mobile operators, application advertisers, publishers, original equipment manufacturers (OEMs), and other third parties. The company is headquartered in Austin, Texas.",317788,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,PATENT OWNERS & LESSORS,"110 SAN ANTONIO STREET, SUITE 160, AUSTIN, TX, UNITED STATES",March,2021-12-31,3197780000,141320000,73.45,0.307,4.999,0,0,0.449,10.64,0.0458,0.102,0.0745,0.152,993389000,132572000,0.449,-0.533,3.238,90,73.45,15.36,3.219,6.55,3.428,27.51,2.22,93.98,30.61,41.46,56.48,96961000,None,None
ARRY,Common Stock,Array Technologies Inc,"Array Technologies, Inc. manufactures and supplies solar tracking systems and related products for customers in the United States and internationally. The company is headquartered in Albuquerque, New Mexico.",1820721,NASDAQ,USD,USA,MANUFACTURING,MISCELLANEOUS MANUFACTURING INDUSTRIES,"3901 MIDWAY PLACE NE, ALBUQUERQUE, NM, US",December,2022-03-31,1012173000,38230000,None,1.934,0.054,0,0,-0.297,6.43,-0.0395,0.0145,0.0112,-0.105,821362000,202801000,-0.297,-0.967,0.377,18.6,-,11.25,1.232,12.48,1.893,5384.13,None,29.15,6.6,10.26,15.23,150174000,None,None
ARW,Common Stock,Arrow Electronics Inc,"Arrow Electronics, Inc. provides products, services, and solutions to industrial and commercial users of electronic components and enterprise computing solutions in the Americas, Europe, the Middle East, Africa, and Asia Pacific. The company is headquartered in Centennial, Colorado.",7536,NYSE,USD,USA,TRADE & SERVICES,"WHOLESALE-ELECTRONIC PARTS & EQUIPMENT, NEC","9201 EAST DRY CREEK ROAD, CENTENNIAL, CO, US",December,2021-12-31,7582027000,1755440000,7.49,0.882,77.61,0,0,15.1,475.73,0.0321,0.0453,0.0533,0.212,34477019000,4202365000,15.1,0.708,0.066,141.14,7.49,5.66,0.22,1.433,0.289,5.66,1.465,137.95,107.11,118.82,120.68,67026000,None,1986-12-17
ASAN,Common Stock,Asana Inc,"Asana, Inc. operates a work management platform for individuals, team leaders, and executives in the United States and internationally. The company is headquartered in San Francisco, California.",1477720,NYSE,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1550 BRYANT STREET, SUITE 800, SAN FRANCISCO, CA, US",January,2022-01-31,5207520000,None,None,None,1.083,0,0,-1.635,2.145,-0.762,-0.701,-0.231,-3.018,378437000,339540000,-1.635,0,0.637,57.67,-,-,13.76,26.99,14.39,-,None,145.79,26,42.56,76.94,103669000,None,None
ASGN,Common Stock,ASGN Incorporated,"ASGN Incorporated provides professional staff and IT solutions in the fields of technology, digital, creative, engineering and life sciences in the commercial and government sectors in the United States and internationally. The company is headquartered in Glen Allen, Virginia.",890564,NYSE,USD,USA,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,"4400 COX ROAD, SUITE 110, GLEN ALLEN, VA, US",December,2021-12-31,5687146000,440500000,14.46,2.02,36.01,0,0,7.66,76.08,0.102,0.0875,0.0647,0.134,4009500000,1142400000,7.66,0.558,0.17,129.67,14.46,20.41,1.418,3.216,1.638,14.91,2.008,131.89,91.61,112.24,114.51,51337000,None,None
ASML,Common Stock,ASML Holding N.V.,"ASML Holding NV develops, produces, markets, sells and services advanced semiconductor equipment systems consisting of lithography, metrology and inspection related systems for memory and logic chip manufacturers. The company is headquartered in Veldhoven, the Netherlands.",937966,NASDAQ,USD,USA,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC","DE RUN 6501, DR VELDHOVEN, NL",December,2022-03-31,225630224000,6993900000,36.15,2.542,25.19,5.5,0.0105,15.5,45.41,0.316,0.351,0.142,0.49,18610999000,9809000000,15.5,0.358,0.172,817.17,36.15,33.78,12.12,25.59,13.97,38.39,0.975,893.62,544,636.3,741.79,402602000,2021-11-12,2022-05-03
ASUR,Common Stock,Asure Software Inc,"Asure Software, Inc. provides cloud-based human capital management solutions in the United States. The company is headquartered in Austin, Texas.",884144,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"110 WILD BASIN ROAD, SUITE 100, AUSTIN, TX, US",December,2021-12-31,121429000,3434000,37.81,4.794,7.9,0,0,0.16,3.938,0.042,-0.168,-0.0169,0.021,76064000,46564000,0.16,0,0.285,12.92,37.81,67.11,1.596,0.765,1.958,6.24,1.057,9.94,5.5,6.47,7.98,20070900,None,None
ASX,Common Stock,ASE Technology Holding Co. Ltd,None,1122411,NYSE,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"26 CHIN THIRD ROAD, NANTZE EXPORT PROCESSING ZONE, KAOHSIUNG TAIWAN, TW",December,2021-12-31,13420747000,114294063000,6.38,1.38,121.46,0,0.0452,0.982,264.79,0.112,0.109,0.0618,0.259,569997132000,110368777000,0.982,2.034,0.162,8.37,6.38,7.48,0.0235,1.641,0.0336,0.139,1.187,9.37,6.2,7.11,7.7,2140470000,2021-10-07,2021-09-03
ASYS,Common Stock,Amtech Systems Inc,"Amtech Systems, Inc. manufactures and sells capital equipment and related consumables for use in the manufacture of silicon carbide (SiC), silicon power devices, analog and discrete devices, electronic assemblies, and light-emitting diodes (LEDs) to world level. The company is headquartered in Tempe, Arizona.",720500,NASDAQ,USD,USA,TECHNOLOGY,"SPECIAL INDUSTRY MACHINERY, NEC","131 S CLARK DR, TEMPE, AZ, US",September,2021-12-31,125851000,5500000,71.76,2.84,6.01,0,0,0.125,6.64,0.0189,0.0423,0.0222,0.0213,94559000,34530000,0.125,0.399,0.52,17,71.76,23.81,1.331,1.586,1.217,21.25,1.419,15.78,7.81,10.0,10.43,14030200,None,None
ATEN,Common Stock,A10 Networks Inc,"A10 Networks, Inc. offers network solutions in the United States, Japan, other Asia Pacific countries, and EMEA. The company is headquartered in San Jose, California.",1580808,NYSE,USD,USA,TECHNOLOGY,COMPUTER COMMUNICATIONS EQUIPMENT,"3 WEST PLUMERIA DRIVE, SAN JOSE, CA, US",December,2021-12-31,1097377000,42295000,12.18,-10.86,2.698,0.05,0.0134,1.19,3.245,0.38,0.134,0.061,0.584,250042000,196537000,1.19,0.366,0.128,19.67,12.18,21.05,4.389,5.24,3.727,22.03,1.036,18.92,8.36,13.68,14.13,75733000,2022-03-01,2022-02-14
ATKR,Common Stock,Atkore Inc,"Atkore Inc. manufactures and distributes Electrical Conduit Products and Mechanical Products and Solutions (MP&S) in the United States and internationally. The company is headquartered in Harvey, Illinois.",1666138,NYSE,USD,USA,MANUFACTURING,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES","16100 SOUTH LATHROP AVENUE, HARVEY, IL, US",September,2021-12-31,4171617000,1029312000,6.3,1.39,20.77,0,0,14.76,70.31,0.217,0.291,0.306,1.026,3257733000,1125613000,14.76,1.469,0.645,124,6.3,7.23,1.28,4.614,1.428,4.408,2.359,119.96,65.8,99.98,96.89,44856100,None,None
ATOM,Common Stock,Atomera Incorporated,"Atomera Incorporated develops, markets, and licenses proprietary materials, processes, and technologies for the semiconductor industry in North America, Europe, and Asia Pacific. The company is headquartered in Los Gatos, California.",1420520,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"750 UNIVERSITY AVENUE, SUITE 280, LOS GATOS, CA, US",December,2021-12-31,245109000,-14079000,None,0,1.223,0,0,-0.699,0.018,0,-38.82,-0.257,-0.478,400000,400000,-0.699,0,5.45,22,-,-,612.77,8.37,538.78,-,1.459,33.13,9.22,13.22,19.32,23393200,None,None
ATVI,Common Stock,Activision Blizzard Inc,"Activision Blizzard, Inc. is an American video game holding company based in Santa Monica, California. Activision Blizzard currently includes five business units: Activision Publishing, Blizzard Entertainment, King, Major League Gaming, and Activision Blizzard Studios.",718877,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"3100 OCEAN PARK BLVD, SANTA MONICA, CA, US",December,2022-03-31,59303285000,3452000000,22.12,5.8,22.59,0.47,0.0061,3.44,11.33,0.307,0.379,0.0866,0.165,8803000000,6486000000,3.44,0.109,-0.103,94.19,22.12,21.46,6.74,3.411,6.44,18.09,0.546,98.87,56.07,79.96,76.15,779281000,2022-05-06,2022-04-13
AUGX,Common Stock,Augmedix Inc. Common Stock,"Augmedix, Inc. provides remote medical documentation solutions and live clinical support services in the United States. The company is headquartered in San Francisco, California.",1769804,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"2255 GLADES ROAD, SUITE 324A, BOCA RATON, FL, US",December,2021-12-31,100964000,None,None,None,0.633,0,0,-0.617,0.767,-0.805,-0.809,-0.282,-1.332,22165000,10007000,-0.617,0,0.448,6.13,-,-,4.555,4.01,3.093,-,None,6.22,2,2.666,3.79,37394200,None,None
AUID,Common Stock,Ipsidy Inc. Common Stock,"Ipsidy Inc. operates an Identity as a Service (IDaaS) platform that offers a suite of secure, mobile and biometric identity solutions globally. The company is headquartered in Long Beach, New York.",1534154,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"525 TECHNOLOGY PARK, SUITE 165, LAKE MARY, FL, US",December,2021-12-31,80337000,None,None,None,0.468,0,0,-0.828,0.107,0,-7.51,-0.777,-2.283,2292300,1631500,-0.828,0,0.171,None,-,-,35.05,7.87,35.1,-,2.488,18.64,2.76,4.042,9.88,24643200,None,None
AUR,Common Stock,Aurora Innovation Inc,None,1828108,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"50 33RD ST, PITTSBURGH, PA, US",December,2021-12-31,4891918000,None,None,None,2.976,0,0,-1.217,0.133,0,-8.85,-0.212,-0.395,82538000,82538000,-1.217,0,0,10.56,-,-,59.27,1.494,42.77,-,None,17.77,3.73,5.03,8.56,646067000,None,None
AUROW,Common Stock,Aurora Innovation Inc,None,1828108,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,"50 33RD ST, PITTSBURGH, PA, US",December,2021-09-30,None,None,None,None,1.157,None,None,-2.271,0.221,0,-10.22,0,0,55599000,0,-2.271,0,0,None,-,-,-,-,-,-,None,6.2,0.71,0,0,0,None,None
AUUD,Common Stock,Auddia Inc,"Auddia Inc. develops software products for the audio and podcast markets. The company is headquartered in Boulder, Colorado.",1554818,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"2100 CENTRAL AVENUE, SUITE 200, BOULDER, CO, US",December,2021-12-31,24777300,None,None,None,0.758,0,0,-1.3,0,0,0,-0.583,0,5,-190187,-1.3,0,-1,5,-,-,1000000.0,2.567,1000000.0,-,None,9.3,1.443,1.881,2.318,12514800,None,None
AUUDW,Common Stock,Auddia Inc,"Auddia Inc. develops software technologies for audio media companies and audio media consumers. The company is headquartered in Boulder, Colorado.",1554818,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,"2100 CENTRAL AVENUE, SUITE 200, BOULDER, CO, US",December,2021-12-31,40424800,None,None,None,None,None,None,None,0.002,0,-19.85,-1.292,0,187510,0,0,0,-0.991,None,-,-,-,-,-,-,None,3.79,0.313,0,0,0,None,None
AVCT,Common Stock,American Virtual Cloud Technologies Inc,"American Virtual Cloud Technologies, Inc. provides IT solutions and managed services. The company is headquartered in Atlanta, Georgia.",1704760,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"1720 PEACHTREE STREET, SUITE 629, ATLANTA, GA, US",March,2022-03-31,61309000,None,None,None,0.921,0,0,-4.364,4.808,-0.893,-0.499,-0.0805,0,109574000,28334700,-4.364,0,0.059,7,-,-,0.559,64.82,3.072,-,1.138,7.39,0.641,0.898,2.281,91192000,None,None
AVCTW,Common Stock,AVCTW,None,1704760,NASDAQ,USD,USA,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,"1720 PEACHTREE STREET, SUITE 629, ATLANTA, GA, US",March,2022-03-31,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,None,-,-,-,-,-,-,None,0.65,0.051,0,0,0,None,None
AVDX,Common Stock,AvidXchange Holdings Inc. Common Stock,"AvidXchange Holdings, Inc. provides accounts payable (AP) automation software and payment solutions for middle market businesses and vendors in North America. The company is headquartered in Charlotte, North Carolina.",1858257,NASDAQ,USD,USA,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,"1210 AVIDXCHANGE LANE, CHARLOTTE, NC, US",December,2021-12-31,1584538000,None,None,None,3.674,0,0,-2.637,2.92,-0.804,-0.369,-0.0383,-0.382,248409000,148319000,-2.637,0,0.31,15.27,-,-,6.38,2.303,5.21,-,None,27.43,6.5,8.68,14.32,196837000,None,None
AVGO,Common Stock,Broadcom Inc,"Broadcom Inc. is an American designer, developer, manufacturer and global supplier of a wide range of semiconductor and infrastructure software products. Broadcom's product offerings serve the data center, networking, software, broadband, wireless, and storage and industrial markets.",1730168,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"1320 RIDDER PARK DRIVE, SAN JOSE, CA, US",October,2022-01-31,228449534000,15685000000,31.91,1.173,56.02,15.4,0.0279,17.54,69.3,0.275,0.347,0.0823,0.333,28501000000,20288000000,17.54,0.833,0.158,688.56,31.91,16.69,8.02,10.43,9.44,17.26,1.027,673.21,407.48,595.36,553.58,408281000,2022-03-31,2022-03-21
AVGOP,Preferred Stock,Broadcom Inc,"Broadcom Inc. designs, develops and supplies semiconductor infrastructure software solutions. The company is headquartered in San Jose, California.",1730168,NASDAQ,USD,USA,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,"1320 RIDDER PARK DRIVE, SAN JOSE, CA, US",October,2022-01-31,None,15685000000,100.53,None,56.02,15.4,0.0433,17.54,69.3,0.275,0.347,0.0823,0.333,28501000000,20288000000,17.54,0.833,0.158,None,100.53,-,-,-,-,-,1.027,2076.59,1288.4,1856.49,1737.46,0,2022-09-30,2022-03-14
AVID,Common Stock,Avid Technology Inc,"Avid Technology, Inc. develops, markets, sells and supports software and integrated solutions for the creation, management and distribution of audio and video content worldwide. The company is headquartered in Burlington, Massachusetts.",896841,NASDAQ,USD,USA,LIFE SCIENCES,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,"75 NETWORK DRIVE, BURLINGTON, MA, US",December,2021-12-31,1413638000,52533000,35.29,0.91,-4.116,0,0,0.89,9.09,0.101,0.116,0.102,0,409944000,265804000,0.89,1.096,0.142,42,35.29,-,3.448,-,4.061,28.05,1.187,40.48,21.52,32.82,31.05,45006000,None,None
