Symbol,Name,CIK,Sector,Industry,FiscalYearEnd,LatestQuarter,MarketCapitalization,EBITDA,PERatio,PEGRatio,BookValue,DividendPerShare,DividendYield,Dividend,EPS,EPSEorL,RevenuePerShareTTM,ProfitMargin,ProfitMarginPorN,OperatingMarginTTM,OperatingMarginTTMPorN,ReturnOnAssetsTTM,ReturnOnAssetsTTMPorN,ReturnOnEquityTTM,RevenueTTM,GrossProfitTTM,DilutedEPSTTM,QuarterlyEarningsGrowthYOY,QuarterlyEarningsGrowthYOYPorN,QuarterlyRevenueGrowthYOY,AnalystTargetPrice,TrailingPE,ForwardPE,PriceToSalesRatioTTM,PriceToBookRatio,EVToRevenue,EVToEBITDA,Beta,52WeekHigh,52WeekLow,50DayMovingAverage,200DayMovingAverage,SharesOutstanding
LTCH,Latch Inc,1826000,TRADE & SERVICES,WHOLESALE-HARDWARE,December,2021/12/31,461376000,None,None,None,2.653,0,0,NO,-1.923,LOSS,0.478,0,0,-3.425,negative,-0.327,negative,-0.867,41360000,-2678000,-1.923,0,0,0.939,6.86,-,-,11.16,1.298,11.77,-,None,14.83,3.155,4.09,8.25,142841000
LTCHW,Latch Inc,1826000,TRADE & SERVICES,WHOLESALE-HARDWARE,December,2021/12/31,1775642000,None,None,None,None,None,None,None,None,None,2.438,0,0,0,0,0,0,0,21964000,0,0,0,0,1.432,None,-,-,-,-,-,-,None,5.19,0.5,0.742,2.154,0
LVOX,LiveVox Holding Inc,1723648,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021/12/31,288828000,1822000,None,None,1.503,0,0,NO,-1.291,LOSS,1.491,-0.866,negative,-0.815,negative,-0.373,negative,-1.297,119231000,58592000,-1.291,0,0,0.133,6.5,-,-,2.422,2.429,2.601,-,0.0563,10.39,2.5,3.656,5.38,98241000
LYFT,Lyft Inc,1759509,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,11233992000,-2295772928,None,None,4.041,0,0,NO,-3.015,LOSS,9.59,-0.315,negative,-0.331,negative,-0.14,negative,-0.657,3208323000,1178558000,-3.015,0,0,0.702,55.83,-,111.11,3.502,8.29,3.204,-,1.827,63.07,31.52,37.09,44.82,339955000
LYLT,Loyalty Ventures Inc,1870997,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,349976000,114150000,203.14,None,5.96,0,0,NO,0.07,Earn,29.91,0.0023,positive,0.143,positive,0.0275,positive,0.0028,735307000,162061000,0.07,1.172,positive,0.033,34,203.14,-,0.476,2.532,1.321,6.84,None,52.5,14.05,18.66,26.01,24611500
LZ,LegalZoom.com Inc,1286139,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,2887069000,9904000,None,None,0.997,0,0,NO,-0.673,LOSS,3.563,-0.189,negative,-0.146,negative,-0.154,negative,0,575080000,385716000,-0.673,0,0,0.163,20.57,-,120.48,5.02,14.35,5.75,157.37,None,40.94,11.05,14.45,22.49,198424000
MAN,ManpowerGroup Inc,871763,TRADE & SERVICES,SERVICES-HELP SUPPLY SERVICES,December,2022/3/31,4806740000,687300000,13,8.3,47.05,2.52,0.0281,YES,6.91,Earn,380.26,0.0185,positive,0.0299,positive,0.0404,positive,0.153,20724400000,3407500000,6.91,0.52,positive,0.065,117.4,13,10.71,0.232,1.949,0.263,7.57,1.868,122.89,84.32,95.97,104.53,53509000
MANH,Manhattan Associates Inc,1056696,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2022/3/31,8173159000,142247000,75.29,3.021,3.969,0,0,NO,1.72,Earn,10.46,0.167,positive,0.202,positive,0.167,positive,0.471,663643000,365816000,1.72,0.001,positive,0.166,177.2,75.29,64.52,12.32,33.25,12.19,56.89,1.981,188.52,122.43,134.92,149.82,63113000
MANT,ManTech International Corporation,892537,TRADE & SERVICES,SERVICES-MANAGEMENT SERVICES,December,2021/12/31,3355963000,264191000,24.58,10.12,41.07,1.52,0.0186,YES,3.345,Earn,62.85,0.0537,positive,0.0737,positive,0.0485,positive,0.0842,2553956000,379411000,3.345,-0.07,negative,-0.007,87.75,24.58,26.25,1.314,2.06,1.486,14.38,0.738,90.6,66.38,84.49,79.5,27635200
MAPS,WM Technology Inc,1779474,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021/12/31,883000000,15656500,None,None,0.968,0,0,NO,-0.181,LOSS,2.971,0.313,positive,-0.0301,negative,-0.0173,negative,1.888,193146000,185208000,-0.181,-0.941,negative,0.222,8.78,-,-,4.572,6.54,2.032,-,-0.0402,22.24,4.215,6.3,9.45,70399000
MAPSW,WM Technology Inc,1779474,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021/12/31,2684992000,41494500,None,None,None,None,None,None,None,None,136.4,0.228,positive,0.245,positive,0,0,-76.54,152847000,0,0,-0.507,negative,-0.217,None,-,-,-,-,-,-,None,9.5,0.78,0,0,0
MAXN,Maxeon Solar Technologies Ltd,1796898,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,503447000,None,None,None,7.9,0,0,NO,-6.79,LOSS,20.91,-0.325,negative,-0.21,negative,-0.101,negative,-0.644,783279000,-29014000,-6.79,0,0,-0.098,15.5,-,-,0.643,1.385,0.644,-,None,25.39,7.48,12.3,15.34,44592300
MCHP,Microchip Technology Incorporated,827054,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,March,2021/12/31,35800261000,2758500000,37.79,0.867,10.44,0.852,0.0157,YES,1.704,Earn,11.74,0.149,positive,0.252,positive,0.0621,positive,0.174,6443800000,3378800000,1.704,8.02,positive,0.3,92.92,37.79,12.64,5.56,6.33,6.88,17.12,1.566,89.68,63.42,70.92,76.42,555991000
MCO,Moody's Corporation,1059556,TRADE & SERVICES,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",December,2021/12/31,59226092000,3116000000,27.12,2.671,14.69,2.48,0.0088,YES,11.78,Earn,33.36,0.356,positive,0.46,positive,0.132,positive,0.946,6218000000,4581000000,11.78,0.367,positive,0.193,381.89,27.12,26.74,9.52,21.92,10.59,20.49,1.207,406.39,299.69,327.03,363.32,185377000
MDB,MongoDB Inc,1441816,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022/1/31,24322519000,-103970000,None,None,9.88,0,0,NO,-4.753,LOSS,13.53,-0.351,negative,-0.331,negative,-0.0938,negative,-0.927,873782000,614290000,-4.753,0,0,0.558,473.63,-,-,27.84,37.6,27.96,-,0.834,590,238.01,386.39,436.49,67566000
MDRX,Allscripts Healthcare Solutions Inc,1124804,TECHNOLOGY,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,December,2021/12/31,2471766000,138932000,21.86,13.7,12.13,0,0,NO,0.973,Earn,11.55,0.0894,positive,0.0592,positive,0.0208,positive,0.0872,1503037000,738265000,0.973,-0.858,negative,0.014,23.81,21.86,20.62,1.645,1.787,1.838,7.87,0.982,23.25,13.05,21.63,17.81,116209000
MFC,Manulife Financial Corporation,1086888,FINANCE,LIFE INSURANCE,December,2021/12/31,37722567000,9667000000,6.99,1.84,27.78,1.12,0.0534,YES,2.779,Earn,30.81,0.111,positive,0.155,positive,0.0064,positive,0.124,59840999000,18135000000,2.779,0.157,positive,0.214,23.42,6.99,7.41,0.63,0.974,0.611,-,1.197,21.92,17.44,20.64,19.88,1928840000
MFGP,Micro Focus International plc,1359711,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,April,2021/4/30,1541561000,656100000,None,None,8.51,0.291,0.059,YES,-1.261,LOSS,8.62,-0.146,negative,-0.0068,negative,-0.0012,negative,-0.144,2899900000,2126200000,-1.261,1.45,positive,-0.02,6.9,-,4.554,0.532,0.585,2.028,8.16,2.418,7.16,4.136,5.15,5.36,335852000
MGIC,Magic Software Enterprises Ltd,876779,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,851032000,68414000,33.22,1.08,5.41,0.45,0.0263,YES,0.516,Earn,9.79,0.0611,positive,0.112,positive,0.0715,positive,0.116,480325000,132994000,0.516,-0.528,negative,0.272,22,33.22,23.92,1.772,3.062,1.614,12.29,1.36,25.19,14.53,17.85,19.67,49073100
MGNI,Magnite Inc,1595974,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021/12/31,1304212000,94993000,0,None,6.66,0,0,NO,0,0,3.709,0.0001,positive,-0.0916,negative,-0.0147,negative,0.0001,468413000,266751000,0,-0.934,negative,0.967,22,-,12.45,2.784,1.646,4.331,19.51,2.173,40.81,9.8,12.51,20.77,132273000
MGRC,McGrath RentCorp,752714,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",December,2021/12/31,2059223000,149229000,23.19,2.097,30.17,1.74,0.0219,YES,3.66,Earn,25.47,0.145,positive,0.218,positive,0.0585,positive,0.127,616833000,281021000,3.66,-0.094,negative,0.181,95,23.19,20.96,3.338,2.759,3.964,10.23,0.807,91.37,65.96,82.66,77.3,24260400
MICT,MICT Inc,854800,MANUFACTURING,ELECTRONIC COMPONENTS & ACCESSORIES,December,2021/9/30,53137000,-7641000,None,0,1.244,0,0,NO,-0.365,LOSS,0.413,-0.877,negative,-0.911,negative,-0.189,negative,-0.353,40615000,-58000,-0.365,0,0,52.05,4,-,21.64,1.308,0.431,0.549,1.099,0.893,2.6,0.43,0.628,1.172,122436000
MIGI,Mawson Infrastructure Group Inc. Common Stock,1218683,LIFE SCIENCES,PHARMACEUTICAL PREPARATIONS,December,2021/12/31,300658000,None,None,None,1.622,0,0,NO,-0.799,LOSS,0.779,-1.025,negative,-0.426,negative,-0.151,negative,-0.744,43862700,33958400,-0.799,-0.977,negative,11.29,14.5,-,21.93,6.85,2.327,6.49,-,None,17.25,0.45,4.169,8.02,71585000
MIME,Mimecast Limited,1644675,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,March,2021/12/31,5338182000,104589000,116.66,1.442,7.59,0,0,NO,0.684,Earn,8.78,0.0821,positive,0.113,positive,0.0413,positive,0.111,575275000,379690000,0.684,0.25,positive,0.169,80.91,116.66,54.95,9.28,10.51,8.92,40.67,1.432,85.48,40.97,79.55,73.2,66899000
MIR,Mirion Technologies Inc,1809987,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,June,2021/12/31,1646024000,60000000,None,None,8.14,0,0,NO,-24.95,LOSS,97.23,-0.397,negative,-0.103,negative,0.0075,positive,0,644200000,248800000,-24.95,0,0,0.259,12.33,-,-,2.555,1.02,-,-,None,11.95,7.2,8.22,9.64,199533000
MITK,Mitek Systems Inc,807863,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC",September,2021/12/31,564351000,36611000,63.7,1.276,4.231,0,0,NO,0.2,Earn,2.865,0.0708,positive,0.218,positive,0.0593,positive,0.0543,126294000,105257000,0.2,0.395,positive,0.25,24.75,63.7,15.38,4.469,3.054,4.283,20.35,0.454,23.29,12.65,14.17,17.41,44297600
MIXT,MiX Telematics Limited,1576914,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,March,2021/12/31,225318000,32681000,27.21,0.808,5.4,0.01,0.0252,YES,0.375,Earn,6.4,0.0583,positive,0.118,positive,0.0606,positive,0.068,141530000,83029000,0.375,-0.9,negative,0.062,19,27.21,29.41,1.592,1.96,1.448,12.38,0.384,16.44,10.17,11.47,12.27,22079200
MKFG,Markforged Holding Corporation,1816613,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021/12/31,636150000,None,113.33,None,1.313,0,0,NO,0.03,Earn,0.844,0.0423,positive,-0.647,negative,-0.173,negative,0.0252,91221000,52853000,0.03,0,0,0.095,5.6,113.33,-,6.97,2.682,6.59,106.46,None,11,2.95,3.839,6.19,187103000
MKTW,MarketWise Inc. Class A Common Stock,1805651,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021/12/31,109230000,None,5.49,None,None,0,0,NO,0.729,Earn,21.94,-1.845,negative,-1.744,negative,-1.695,negative,0,549183000,309687000,0.729,0,0,0.373,8.17,5.49,9.67,0.199,7,0.0058,0.0268,None,16.97,3.72,4.668,7.05,27307600
ML,MoneyLion Inc,1807846,FINANCE,FINANCE SERVICES,December,2021/12/31,451248000,None,None,None,1.012,0,0,NO,-1.389,LOSS,1.6,-1.143,negative,-0.247,negative,-0.0782,negative,-1.246,155490000,107048000,-1.389,0,0,1.142,7.67,-,-,2.902,2.005,2.645,-,None,11.34,1.8,2.29,5.37,235025000
MMAT,Meta Materials Inc,1431959,ENERGY & TRANSPORTATION,CRUDE PETROLEUM & NATURAL GAS,December,2021/12/31,350443000,None,None,None,1.176,0,0,NO,-0.391,LOSS,0.018,0,0,-9.32,negative,-0.107,negative,-0.559,4082500,3406500,-0.391,0,0,7.38,5.05,-,-,85.84,1.1,79.9,-,None,21.76,1.15,1.648,3.195,294490000
MMYT,MakeMyTrip Limited,1495153,ENERGY & TRANSPORTATION,TRANSPORTATION SERVICES,March,2021/12/31,2670692000,-129935000,None,-0.21,8.28,0,0,NO,-0.353,LOSS,2.723,-0.13,negative,-0.102,negative,-0.0155,negative,-0.0437,294556000,31567000,-0.353,0,0,1.025,33.33,-,-,9.07,2.889,7.98,424.71,1.307,36.28,20.06,25.44,27.29,65065000
MNDO,MIND C.T.I. Ltd,1119083,TECHNOLOGY,SERVICES-COMPUTER PROGRAMMING SERVICES,December,2021/12/31,54885000,7022000,9.41,0,1.183,0.26,0.0942,YES,0.29,Earn,1.316,0.226,positive,0.259,positive,0.13,positive,0.254,26331000,13881000,0.29,0.007,positive,0.025,None,9.41,-,2.084,2.423,1.538,5.77,0.846,3.493,2.574,2.94,3.133,20104300
MNDT,Mandiant Inc.,1370880,TECHNOLOGY,"COMPUTER PERIPHERAL EQUIPMENT, NEC",December,2021/12/31,5123390000,-112470000,5.77,1.456,6.67,0,0,NO,3.798,Earn,2.045,1.895,positive,-0.665,negative,-0.0583,negative,-0.267,483455000,229063000,3.798,0,0,0.205,20.91,5.77,39.68,10.6,3.369,9.22,-,0.943,23.33,13.76,21.31,18.59,233838000
MNTV,Momentive Global Inc,1739936,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",December,2021/12/31,2412691000,-118195000,None,None,2.357,0,0,NO,-0.838,LOSS,3.018,-0.278,negative,-0.196,negative,-0.0597,negative,-0.352,443786000,370165000,-0.838,0,0,0.162,18.92,-,72.46,5.44,7.39,5.86,-,1.361,25,13.5,16.33,19.44,150511000
MOBQ,Mobiquity Technologies Inc. Common Stock,1084267,TRADE & SERVICES,SERVICES-ADVERTISING,December,2021/12/31,8397800,10504000,None,0,0.281,0,0,NO,-4.758,LOSS,1.804,-2.638,negative,-1.335,negative,-0.406,negative,-4.636,4949000,1823400,-4.758,0,0,-0.599,None,-,-,1.697,29.94,4.767,-,0.519,10.25,1.2,1.526,4.945,6560800
MODN,Model N Inc,1118417,TECHNOLOGY,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",September,2021/12/31,939235000,477000,None,1.204,3.568,0,0,NO,-0.862,LOSS,5.65,-0.152,negative,-0.074,negative,-0.027,negative,-0.242,202253000,106797000,-0.862,0,0,0.206,40,-,120.48,4.644,7.29,4.648,-,0.964,40.74,22.55,25.75,29.97,36432700
MORN,Morningstar Inc,1289419,FINANCE,INVESTMENT ADVICE,December,2021/12/31,11337054000,374800000,59.51,0,32.82,1.305,0.0054,YES,4.45,Earn,39.52,0.114,positive,0.167,positive,0.0639,positive,0.144,1699300000,1000900000,4.45,-0.259,negative,0.215,75,59.51,-,6.67,8.04,6.69,27.62,1.172,349.37,228.24,272.46,285.26,42808800
MPLN,MultiPlan Corporation,1793229,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/12/31,2841748000,805675000,28.34,None,3.673,0,0,NO,0.157,Earn,1.717,0.0913,positive,0.358,positive,0.0303,positive,0.0416,1117602000,942310000,0.157,0,0,0.168,7,28.34,-,2.543,1.204,6.77,9.28,0.936,9.69,3.25,4.369,4.97,638595000
MPWR,Monolithic Power Systems Inc,1280452,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,18249202000,297341000,77.7,1.833,26.89,2.4,0.0076,YES,5.05,Earn,26.34,0.2,positive,0.222,positive,0.12,positive,0.219,1207798000,685459000,5.05,0.647,positive,0.444,561.11,77.7,42.19,15.11,15.11,14.96,60.75,0.916,578.45,299.88,440.41,468.65,46509000
MQ,Marqeta Inc. Class A Common Stock,1522540,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,5046863000,None,None,None,2.906,0,0,NO,-0.452,LOSS,1.426,-0.317,negative,-0.313,negative,-0.0885,negative,-0.176,517175000,231705000,-0.452,0,0,0.762,15.82,-,-,9.76,3.219,6.51,-,None,37.9,8.24,10.64,19.17,431569000
MRAM,Everspin Technologies Inc,1438423,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,133060000,6490000,30.32,-0.6,1.372,0,0,NO,0.22,Earn,2.843,0.0788,positive,0.0913,positive,0.0875,positive,0.195,55146000,33072000,0.22,0,0,0.827,13.5,30.32,23.58,2.413,5.01,2.189,19.02,1.169,14.36,4.78,8.71,8.27,19949100
MRIN,Marin Software Incorporated,1389002,TECHNOLOGY,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,December,2021/12/31,35425500,-14732000,None,0,2.978,0,0,NO,-1.008,LOSS,1.901,-0.53,negative,-0.568,negative,-0.179,negative,-0.417,24420000,11578000,-1.008,0,0,-0.192,2,-,-,1.451,0.766,0.196,0.561,-0.0642,27.26,1.34,2.897,5.05,15537500
MRVL,Marvell Technology Inc,1835632,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,February,2022/2/28,48087216000,1186205000,None,1.53,18.55,0.24,0.004,YES,-0.53,LOSS,5.6,-0.0944,negative,-0.0133,negative,-0.0023,negative,-0.0349,4462383000,2257745000,-0.53,-0.702,negative,0.683,95.24,-,25.71,10.78,3.155,12.02,59.54,1.192,93.7,40.64,66.49,68.81,847800000
MSCI,MSCI Inc,1408198,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2022/3/31,33952104000,1172806000,48.02,2.831,-2.737,3.64,0.0091,YES,8.7,Earn,24.77,0.355,positive,0.539,positive,0.142,positive,0,2043544000,1684860000,8.7,0.247,positive,0.239,597.8,48.02,37.74,16.61,-,17.8,31.67,0.996,678.55,415.33,495.02,578.5,81268000
MSFT,Microsoft Corporation,789019,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,June,2022/3/31,2.12E+12,90829996000,30.17,1.849,21.34,2.36,0.0088,YES,9.39,Earn,24.59,0.385,positive,0.425,positive,0.152,positive,0.49,1.85E+11,1.16E+11,9.39,0.222,positive,0.201,366.02,30.17,24.88,11.48,12.66,10.2,19.93,0.908,348.95,236.15,292.97,305.06,7496870000
MSI,Motorola Solutions Inc,68505,MANUFACTURING,RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,December,2021/12/31,36192211000,2522000000,30.14,2.045,-5.88,2.92,0.0144,YES,7.17,Earn,48.29,0.152,positive,0.255,positive,0.113,positive,0,8171000000,4048000000,7.17,-0.032,negative,0.021,272.4,30.14,22.88,4.429,-,5.13,19.01,0.882,272.67,182.19,227.46,238.92,167448000
MSP,Datto Holding Corp,1724570,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,5708363000,122387000,111.81,0,11.07,0,0,NO,0.31,Earn,3.818,0.0831,positive,0.102,positive,0.021,positive,0.0294,618657000,475021000,0.31,-0.429,negative,0.182,33.78,111.81,62.11,9.23,3.153,8.94,45.72,None,34.84,20.76,27.51,25.58,164696000
MSTR,MicroStrategy Incorporated,1050446,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,4358349000,57452000,None,3.09,86.74,0,0,NO,-53.44,LOSS,50.97,-1.048,negative,0.0902,positive,0.0115,positive,-0.699,510762000,418853000,-53.44,-0.775,negative,0.024,636.67,-,65.79,8.53,4.721,13.29,118.19,1.616,891.38,307.19,438.54,574.73,9333500
MTLS,Materialise NV,1091223,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,1012030000,32732000,69.16,-4.24,3.949,0,0,NO,0.249,Earn,3.624,0.064,positive,0.0595,positive,0.0206,positive,0.0719,205450000,117281000,0.249,-0.561,negative,0.258,26.14,69.16,-,4.926,4.106,4.532,24.28,0.63,31.28,16.65,19.31,21.42,58771000
MTMT,Mega Matrix Corp,1036848,TRADE & SERVICES,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",December,2021/12/31,33567800,560400,2.667,None,0.77,0,0,NO,0.57,Earn,1.175,0.486,positive,-0.233,negative,-0.019,negative,0.663,9130000,15721700,0.57,0,0,-0.536,None,2.667,-,3.677,2.694,3.985,1.363,3.91,13.21,1.274,2.828,6.4,22084100
MTSI,MACOM Technology Solutions Holdings Inc,1493594,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,September,2021/12/31,3582619000,162984000,19.74,0.83,7.53,0,0,NO,2.604,Earn,8.97,0.301,positive,0.155,positive,0.0497,positive,0.435,618036000,341855000,2.604,-0.075,negative,0.075,76.62,19.74,18.69,5.8,6.85,6.02,13.48,2.043,80.3,48.68,57.1,64.47,69687000
MTTR,Matterport Inc,1819394,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,1558518000,None,None,None,1.072,0,0,NO,-2.575,LOSS,0.847,0,0,-1.329,negative,-0.234,negative,-2.17,111174000,59971000,-2.575,0,0,0.148,12.57,-,-,14.02,6.41,15.11,-,None,37.6,5.44,7.3,15.48,280814000
MU,Micron Technology Inc.,723125,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,August,2022/2/28,74225050000,17065000000,8.37,0.877,42.8,0.3,0.006,YES,7.95,Earn,27.82,0.289,positive,0.336,positive,0.111,positive,0.204,31168999000,10472000000,7.95,2.774,positive,0.249,111.82,8.37,7.45,2.381,1.62,2.406,4.53,1.155,98.32,65.51,78.79,78.75,1116670000
MX,Magnachip Semiconductor Corporation,1325702,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2021/12/31,827404000,64130000,15.24,0.559,9.92,0,0,NO,1.209,Earn,10.57,0.12,positive,0.105,positive,0.054,positive,0.142,474230000,153543000,1.209,-0.257,negative,-0.228,29.5,15.24,15.08,1.745,1.496,0.848,4.49,1.079,26.9,14.66,16.84,18.33,44894400
MXL,MaxLinear Inc. Common Stock,1288469,MANUFACTURING,SEMICONDUCTORS & RELATED DEVICES,December,2022/3/31,3377772000,151856000,83,0.591,6.37,0,0,NO,0.53,Earn,11.74,0.047,positive,0.0756,positive,0.0407,positive,0.0954,892398000,495832000,0.53,0,0,0.273,74.1,83,11.82,3.785,6.93,4.032,23.57,1.996,77.89,31.76,54.97,57.42,76785000
MYPS,Playstudios Inc,1823878,REAL ESTATE & CONSTRUCTION,BLANK CHECKS,December,2021/12/31,695222000,3890000,63.95,3.6,2.405,0,0,NO,0.086,Earn,2.573,0.0374,positive,0.0007,positive,0.0005,positive,0.0538,287419000,195777000,0.086,0.661,positive,0.124,7.55,63.95,107.53,2.419,2.249,1.632,12.31,None,10.1,3.596,4.773,4.743,110274000
MYSZ,My Size Inc,1211805,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,7108200,-5144000,None,0,0.453,0,0,NO,-0.71,LOSS,0.009,0,0,-80.74,negative,-0.82,negative,-1.627,131000,131000,-0.71,0,0,13.33,2,-,-,54.26,0.734,45.14,0.206,2.685,1.795,0.254,0.339,0.805,25377500
NABL,N-able Inc,1834488,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,1812247000,61346000,10070,None,3.454,0,0,NO,0.001,Earn,2.069,0.0003,positive,0.0962,positive,0.0195,positive,0.0002,346456000,299779000,0.001,-0.854,negative,0.12,13.5,10070,29.67,5.23,2.849,5.99,31.54,None,16,8.7,10.13,11.91,179965000
NATI,National Instruments Corporation,935494,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2022/3/31,5268316000,221559000,59.55,0.991,9.25,1.08,0.0292,YES,0.67,Earn,11.11,0.0608,positive,0.0995,positive,0.0457,positive,0.073,1469681000,1048693000,0.67,8.66,positive,0.144,51,59.55,18.45,3.585,4.242,3.622,25.74,1.081,45.66,36.67,39.72,41.38,132038000
NCMI,National CineMedia Inc,1377630,TRADE & SERVICES,SERVICES-ADVERTISING,December,2021/12/31,177214000,38900000,None,-3.82,-4.961,0.2,0.0889,YES,-0.61,LOSS,1.435,-0.425,negative,-0.597,negative,-0.0502,negative,0,114600000,37700000,-0.61,-0.151,negative,3.045,4.63,-,120.48,1.546,-,10.41,13.15,1.378,5.09,2.15,2.625,2.948,81666000
NCNO,nCino Inc,1902733,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,January,2022/1/31,3569087000,None,None,None,4.3,0,0,NO,-0.573,LOSS,2.694,-0.213,negative,-0.213,negative,-0.0613,negative,-0.132,255497000,116158000,-0.573,0,0,0.291,58.4,-,-,13.97,8.48,12.49,-,None,79.43,35.61,43.66,57.52,96749000
NCTY,The9 Limited,1296774,TRADE & SERVICES,"SERVICES-BUSINESS SERVICES, NEC",December,2021/6/30,49782800,None,None,0,44.87,0,0,NO,-1.529,LOSS,13.78,-0.729,negative,-1.171,negative,-0.131,negative,-0.449,125936000,-188648,-1.529,0,0,269.06,3.5,-,-,0.395,0.379,0.268,1.369,1.405,25.25,2.28,3.296,8.4,19833800
NET,Cloudflare Inc,1477333,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,December,2021/12/31,29536236000,-72052000,None,66.22,2.507,0,0,NO,-0.833,LOSS,2.102,-0.397,negative,-0.194,negative,-0.0424,negative,-0.32,656426000,509292000,-0.833,0,0,0.537,155.19,-,3333.33,45,38.06,46.49,-,0.69,221.64,64.84,107.55,129.67,280916000
NEWR,New Relic Inc,1448056,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,March,2021/12/31,4151101000,-19028000,None,224.36,5.1,0,0,NO,-4.021,LOSS,11.79,-0.341,negative,-0.284,negative,-0.0999,negative,-0.592,752438000,486084000,-4.021,0,0,0.224,111.7,-,357.14,5.52,12.66,5.38,456.72,1.008,129.7,51.52,66.22,83.38,66174000
NICE,NICE Ltd,1003935,TECHNOLOGY,ELECTRONIC COMPUTERS,December,2021/12/31,12793156000,449762000,67.49,2.35,44.51,0,0,NO,2.98,Earn,30.4,0.104,positive,0.138,positive,0.0371,positive,0.0734,1921150000,1296694000,2.98,0.001,positive,0.196,320.56,67.49,28.17,6.66,4.559,6.38,27.81,0.291,319.88,199.32,221.63,265.67,63438000
NLOK,NortonLifeLock Inc,849399,TECHNOLOGY,SERVICES-PREPACKAGED SOFTWARE,April,2022/1/31,14854912000,1312000000,16.6,1.362,None,0.5,0.0196,YES,1.538,Earn,4.733,0.331,positive,0.44,positive,0.114,positive,0.156,2752000000,2189000000,1.538,0.14,positive,0.099,28.57,16.6,12.92,5.4,1188.07,6.18,11.27,0.972,30.78,20.35,27.44,26.24,581861000
NNDM,Nano Dimension Ltd,1643303,MANUFACTURING,PRINTED CIRCUIT BOARDS,December,2021/12/31,725905000,-14278000,None,0,5.74,0,0,NO,-0.288,LOSS,0.024,0,0,-12.67,negative,-0.0492,negative,-0.0757,4933000,1836000,-0.288,0,0,2.059,10,-,-,147.15,0.556,2.655,2.722,2.176,9.3,2.67,3.389,4.741,257413000
